"measure_id","measure_name","location_id","ihme_loc_id","location_name","sex_id","sex","age_group_id","age_group_name","year_id","metric_id","metric_name","rei_id","rei_name","threshold","population","mean","upper","lower"
18,"Proportion",26,"PNG","Papua New Guinea",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,327718.003184993,0.0211368737688712,0.067,0.004
18,"Proportion",27,"WSM","Samoa",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,6070.07056824424,0.00766024133007649,0.021,0.001
18,"Proportion",28,"SLB","Solomon Islands",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,19925.9638706618,0.208557204832396,0.641,0.031
18,"Proportion",29,"TON","Tonga",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,2945.6153938125,0.00550115809844999,0.017,0
18,"Proportion",30,"VUT","Vanuatu",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,8567.89310351555,0.116387516001332,0.413,0.017
18,"Proportion",33,"ARM","Armenia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,34848.8850341838,0.0632631456810225,0.138,0.02
18,"Proportion",34,"AZE","Azerbaijan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,133383.877985502,0.0569732923965819,0.128,0.018
18,"Proportion",35,"GEO","Georgia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,45077.6189478299,0.399020294263143,0.7,0.16
18,"Proportion",36,"KAZ","Kazakhstan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,407775.477248968,0.0297149760415034,0.065,0.011
18,"Proportion",37,"KGZ","Kyrgyzstan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,155087.813594323,0.133394095028902,0.305,0.046
18,"Proportion",38,"MNG","Mongolia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,75728.2417991536,0.106229804647082,0.229,0.038
18,"Proportion",39,"TJK","Tajikistan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,276970.395205735,0.257044400469273,0.535,0.095
18,"Proportion",40,"TKM","Turkmenistan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,108313.785913535,0.0363417061723825,0.079,0.013
18,"Proportion",41,"UZB","Uzbekistan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,783775.486241492,0.0649501459534104,0.141,0.019
18,"Proportion",43,"ALB","Albania",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,27733.2956439859,0.194079973311524,0.4,0.072
18,"Proportion",44,"BIH","Bosnia and Herzegovina",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,27834.3470752364,0.0950251649449732,0.202,0.035
18,"Proportion",45,"BGR","Bulgaria",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,58458.9091377388,0.0465421056412898,0.102,0.015
18,"Proportion",46,"HRV","Croatia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,35243.1427126817,0.0394240243183096,0.084,0.013
18,"Proportion",47,"CZE","Czechia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,107324.255335112,0.0146505874933491,0.03,0.005
18,"Proportion",48,"HUN","Hungary",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,88915.3438657895,0.0670079764732043,0.145,0.021
18,"Proportion",49,"MKD","North Macedonia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,18961.6763047577,0.0905802436933461,0.199,0.033
18,"Proportion",50,"MNE","Montenegro",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,7043.89089640435,0.0394488928250136,0.084,0.013
18,"Proportion",51,"POL","Poland",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,345266.312425744,0.0223734157618594,0.049,0.008
18,"Proportion",52,"ROU","Romania",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,179448.724137155,0.0452093728505482,0.098,0.014
18,"Proportion",53,"SRB","Serbia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,67213.7583677555,0.0605561253849655,0.132,0.019
18,"Proportion",54,"SVK","Slovakia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,56061.7937350783,0.0339486403755853,0.073,0.011
18,"Proportion",55,"SVN","Slovenia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,18748.0303321933,0.0229887908237871,0.05,0.008
18,"Proportion",57,"BLR","Belarus",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,84153.3245864845,0.0729564121087601,0.153,0.022
18,"Proportion",58,"EST","Estonia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,13071.4391320323,0.0234711494976167,0.052,0.008
18,"Proportion",59,"LVA","Latvia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,17060.9590980104,0.0394322749535281,0.084,0.013
18,"Proportion",60,"LTU","Lithuania",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,24024.3926344121,0.0159744747652222,0.032,0.005
18,"Proportion",61,"MDA","Republic of Moldova",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,28475.4640646946,0.154238745878982,0.324,0.058
18,"Proportion",62,"RUS","Russian Federation",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1371325.92746144,0.0634675162095139,0.137,0.02
18,"Proportion",63,"UKR","Ukraine",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,278630.499601265,0.0263882601141329,0.056,0.01
18,"Proportion",66,"BRN","Brunei Darussalam",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,6076.27755106032,0.0213222425560068,0.044,0.007
18,"Proportion",67,"JPN","Japan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,860837.442584113,0.0210204966015977,0.038,0.008
18,"Proportion",68,"KOR","Republic of Korea",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,268283.263977234,0.0183157363918326,0.037,0.006
18,"Proportion",69,"SGP","Singapore",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,55120.7775770985,0.061639567635401,0.146,0.02
18,"Proportion",71,"AUS","Australia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,292932.925973449,0.0166671788035361,0.033,0.005
18,"Proportion",72,"NZL","New Zealand",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,60886.9945903941,0.0499263355123577,0.117,0.015
18,"Proportion",74,"AND","Andorra",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,458.809690349515,0.0109962167415589,0.023,0.002
18,"Proportion",75,"AUT","Austria",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,84519.6923008126,0.0208125198068227,0.043,0.007
18,"Proportion",76,"BEL","Belgium",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,113878.821495796,0.0965008524573428,0.223,0.028
18,"Proportion",77,"CYP","Cyprus",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,15006.1127181779,0.0293441107609112,0.066,0.011
18,"Proportion",78,"DNK","Denmark",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,62931.4876567553,0.0206188190163132,0.041,0.007
18,"Proportion",79,"FIN","Finland",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,48110.0346021278,0.0143359701436389,0.029,0.004
18,"Proportion",80,"FRA","France",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,686723.101730308,0.0183081834045211,0.036,0.007
18,"Proportion",81,"DEU","Germany",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,781239.100993612,0.0315499436113632,0.069,0.012
18,"Proportion",82,"GRC","Greece",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,82827.7838507926,0.066858953376634,0.154,0.02
18,"Proportion",83,"ISL","Iceland",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,4584.59689088114,0.0105632089260442,0.022,0.002
18,"Proportion",84,"IRL","Ireland",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,56688.2175091461,0.0184216076605817,0.037,0.006
18,"Proportion",85,"ISR","Israel",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,182877.871209074,0.0359131664677858,0.081,0.013
18,"Proportion",86,"ITA","Italy",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,404043.042829142,0.0156100539597711,0.032,0.005
18,"Proportion",87,"LUX","Luxembourg",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,6646.27420068557,0.0137849041979534,0.028,0.004
18,"Proportion",88,"MLT","Malta",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,4339.41622966475,0.0347466888987028,0.092,0.009
18,"Proportion",89,"NLD","Netherlands",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,176138.168446862,0.0189079420304239,0.038,0.006
18,"Proportion",90,"NOR","Norway",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,55148.1730514181,0.0169980593728243,0.033,0.006
18,"Proportion",91,"PRT","Portugal",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,82136.5264436336,0.0552817126249557,0.128,0.017
18,"Proportion",92,"ESP","Spain",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,338033.490863729,0.0230639328063561,0.049,0.008
18,"Proportion",93,"SWE","Sweden",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,113083.235299258,0.0129921278788127,0.025,0.004
18,"Proportion",94,"CHE","Switzerland",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,87127.5685191633,0.048073532122566,0.115,0.014
18,"Proportion",95,"GBR","United Kingdom",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,691897.409079901,0.0169020782895634,0.028,0.008
18,"Proportion",97,"ARG","Argentina",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,530419.952006261,0.124103242137621,0.287,0.039
18,"Proportion",98,"CHL","Chile",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,202212.9706445,0.0381046996331668,0.083,0.013
18,"Proportion",99,"URY","Uruguay",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,35418.2327710321,0.30108113920441,0.617,0.101
18,"Proportion",101,"CAN","Canada",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,365835.493423016,0.0257634815444229,0.055,0.009
18,"Proportion",102,"USA","United States of America",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,3653772.04789842,0.0180570876111786,0.034,0.006
18,"Proportion",105,"ATG","Antigua and Barbuda",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1040.53683068232,0.0402918665161014,0.106,0.009
18,"Proportion",106,"BHS","Bahamas",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,3961.40481990493,0.0125340087235186,0.032,0.003
18,"Proportion",107,"BRB","Barbados",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,2609.48172801022,0.0586022577007918,0.156,0.013
18,"Proportion",108,"BLZ","Belize",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,7526.96476194936,0.0654074056500941,0.183,0.014
18,"Proportion",109,"CUB","Cuba",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,100602.799707993,0.666614116443039,0.94,0.271
18,"Proportion",110,"DMA","Dominica",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,638.53748740583,0.0356148545191999,0.1,0.008
18,"Proportion",111,"DOM","Dominican Republic",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,209064.442120824,0.439783642691511,0.838,0.109
18,"Proportion",112,"GRD","Grenada",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1345.83694066148,0.0851808871243592,0.246,0.021
18,"Proportion",113,"GUY","Guyana",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,14770.9564626837,0.147637768427253,0.411,0.035
18,"Proportion",114,"HTI","Haiti",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,327506.573732109,0.950971090687411,0.983,0.824
18,"Proportion",115,"JAM","Jamaica",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,32738.2367681224,0.039515372062506,0.109,0.007
18,"Proportion",116,"LCA","Saint Lucia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1676.21761392448,0.0912993490593173,0.256,0.023
18,"Proportion",117,"VCT","Saint Vincent and the Grenadines",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1302.47619451801,0.155293828611685,0.444,0.039
18,"Proportion",118,"SUR","Suriname",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,8755.02741534726,0.111716176128638,0.309,0.027
18,"Proportion",119,"TTO","Trinidad and Tobago",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,14860.3930059988,0.0110102865888903,0.028,0.003
18,"Proportion",121,"BOL","Bolivia (Plurinational State of)",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,239307.555100667,0.75797265449706,0.957,0.37
18,"Proportion",122,"ECU","Ecuador",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,317767.630403918,0.0936024681314085,0.279,0.023
18,"Proportion",123,"PER","Peru",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,665222.286507918,0.666577846580148,0.924,0.294
18,"Proportion",125,"COL","Colombia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,671122.683837258,0.0730740235200563,0.21,0.015
18,"Proportion",126,"CRI","Costa Rica",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,54855.5323343232,0.112619791474057,0.341,0.026
18,"Proportion",127,"SLV","El Salvador",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,115944.112513689,0.532778011615622,0.885,0.169
18,"Proportion",128,"GTM","Guatemala",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,293299.955788322,0.661175775598283,0.94,0.242
18,"Proportion",129,"HND","Honduras",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,218504.594382868,0.632863653035002,0.932,0.237
18,"Proportion",130,"MEX","Mexico",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1876887.95665519,0.184294731803964,0.26,0.121
18,"Proportion",131,"NIC","Nicaragua",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,126707.922823381,0.159469316931191,0.436,0.038
18,"Proportion",132,"PAN","Panama",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,69963.7231170658,0.100546091068197,0.304,0.024
18,"Proportion",133,"VEN","Venezuela (Bolivarian Republic of)",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,445911.106334949,0.741449371925879,0.957,0.315
18,"Proportion",135,"BRA","Brazil",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,3287361.94546578,0.338173550550201,0.499,0.196
18,"Proportion",136,"PRY","Paraguay",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,127344.105397632,0.127925314159104,0.462,0.021
18,"Proportion",139,"DZA","Algeria",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,905149.101146335,0.339966795504684,0.666,0.107
18,"Proportion",140,"BHR","Bahrain",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,17637.7965796435,0.0419494222378442,0.097,0.013
18,"Proportion",141,"EGY","Egypt",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,2566978.4347357,0.669807282336282,0.883,0.359
18,"Proportion",142,"IRN","Iran (Islamic Republic of)",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1053637.84616448,0.405743624759236,0.727,0.142
18,"Proportion",143,"IRQ","Iraq",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,825011.605679452,0.212697664422354,0.443,0.079
18,"Proportion",144,"JOR","Jordan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,211375.175779084,0.105750775757325,0.241,0.033
18,"Proportion",145,"KWT","Kuwait",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,49829.7008837241,0.0206818307078028,0.043,0.007
18,"Proportion",146,"LBN","Lebanon",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,79392.1281361581,0.0329974011587833,0.072,0.012
18,"Proportion",147,"LBY","Libya",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,79144.2525917659,0.0735463029861057,0.162,0.024
18,"Proportion",148,"MAR","Morocco",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,635980.188424637,0.105788107144191,0.227,0.035
18,"Proportion",149,"PSE","Palestine",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,119227.812944955,0.0748298297196206,0.168,0.025
18,"Proportion",150,"OMN","Oman",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,79913.7132759321,0.0236544193435888,0.047,0.009
18,"Proportion",151,"QAT","Qatar",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,38495.8196579155,0.0164276023925138,0.033,0.005
18,"Proportion",152,"SAU","Saudi Arabia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,464005.576843409,0.0348057250507876,0.088,0.009
18,"Proportion",153,"SYR","Syrian Arab Republic",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,195021.512507992,0.206815600162298,0.438,0.069
18,"Proportion",154,"TUN","Tunisia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,167397.591948366,0.102224625032411,0.237,0.032
18,"Proportion",155,"TUR","Türkiye",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1013406.39232359,0.0454910936034851,0.097,0.017
18,"Proportion",156,"ARE","United Arab Emirates",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,76218.9842136334,0.0125735205955,0.026,0.004
18,"Proportion",157,"YEM","Yemen",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,945978.810178118,0.813979932818554,0.928,0.505
18,"Proportion",160,"AFG","Afghanistan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1163321.5238917,0.88841985691033,0.937,0.742
18,"Proportion",161,"BGD","Bangladesh",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,2769277.75277597,0.465543620088308,0.741,0.205
18,"Proportion",162,"BTN","Bhutan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,12216.4844280331,0.430038020958524,0.717,0.188
18,"Proportion",163,"IND","India",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,21446905.3613861,0.484214769803407,0.593,0.383
18,"Proportion",164,"NPL","Nepal",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,627399.462122442,0.75843670868056,0.894,0.494
18,"Proportion",165,"PAK","Pakistan",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,5985518.96797538,0.603165140610252,0.833,0.32
18,"Proportion",168,"AGO","Angola",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1158989.02939817,0.242843725866059,0.497,0.088
18,"Proportion",169,"CAF","Central African Republic",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,178970.646308732,0.792114045406042,0.911,0.555
18,"Proportion",170,"COG","Congo",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,124685.299334155,0.116538161763839,0.262,0.042
18,"Proportion",171,"COD","Democratic Republic of the Congo",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,2753987.71126808,0.588005326662406,0.835,0.291
18,"Proportion",172,"GNQ","Equatorial Guinea",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,36437.9333937356,0.0305869208897585,0.067,0.011
18,"Proportion",173,"GAB","Gabon",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,42188.0946117485,0.0636411749724392,0.139,0.021
18,"Proportion",175,"BDI","Burundi",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,448996.164721654,0.622699648658298,0.863,0.303
18,"Proportion",176,"COM","Comoros",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,16497.601681237,0.138100286675378,0.317,0.049
18,"Proportion",177,"DJI","Djibouti",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,29480.8735213081,0.237434351094489,0.499,0.083
18,"Proportion",178,"ERI","Eritrea",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,189074.40641455,0.243446460177451,0.498,0.088
18,"Proportion",179,"ETH","Ethiopia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,3346887.78245217,0.394650587155921,0.695,0.157
18,"Proportion",180,"KEN","Kenya",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1158301.2257034,0.140098512974318,0.212,0.085
18,"Proportion",181,"MDG","Madagascar",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,819349.122558012,0.275574558513637,0.565,0.1
18,"Proportion",182,"MWI","Malawi",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,552457.601837037,0.363826959351451,0.668,0.135
18,"Proportion",183,"MUS","Mauritius",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,12610.4391879999,0.0179588832944583,0.059,0.002
18,"Proportion",184,"MOZ","Mozambique",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1059997.95674511,0.478571309473734,0.771,0.207
18,"Proportion",185,"RWA","Rwanda",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,358307.316182439,0.228320458817926,0.481,0.083
18,"Proportion",186,"SYC","Seychelles",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1567.74925799235,0.0122982586628278,0.034,0.002
18,"Proportion",187,"SOM","Somalia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,903598.103323696,0.906715101044251,0.935,0.853
18,"Proportion",189,"TZA","United Republic of Tanzania",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1824198.24143625,0.146628487900381,0.331,0.053
18,"Proportion",190,"UGA","Uganda",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,1524054.29088814,0.32339050557538,0.607,0.12
18,"Proportion",191,"ZMB","Zambia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,588502.352260028,0.104122314333772,0.226,0.039
18,"Proportion",193,"BWA","Botswana",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,47303.9148346737,0.274611058160101,0.547,0.101
18,"Proportion",194,"LSO","Lesotho",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,40565.1817047563,0.772410137762188,0.907,0.53
18,"Proportion",195,"NAM","Namibia",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,56121.9221297272,0.438954661524724,0.749,0.185
18,"Proportion",196,"ZAF","South Africa",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,967360.104074533,0.359561548523517,0.673,0.138
18,"Proportion",197,"SWZ","Eswatini",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,28276.6823661515,0.494705784935974,0.772,0.215
18,"Proportion",198,"ZWE","Zimbabwe",3,"Both",NA,"<1",2021,NA,NA,242,"Lead exposure in blood",5,451676.547457739,0.859711928575988,0.924,0.695
