"measure_id","measure_name","location_id","ihme_loc_id","location_name","sex_id","sex","age_group_id","age_group_name","year_id","metric_id","metric_name","rei_id","rei_name","threshold","population","mean","upper","lower"
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",11,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,1,1,1
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",12,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.999896419262447,1,0.9990000000000001
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",13,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.9978170229686758,1,0.9764
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",14,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.9517771783910566,1,0.8436
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",15,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.8078357723489128,0.97,0.5714
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",16,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.6715353052213653,0.8764,0.4356
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",17,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.5796098000911513,0.7936,0.3658
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",18,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.5972439174883865,0.8246,0.3672
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",19,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.6098625855666586,0.8248,0.3926
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",20,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.6619409616939597,0.8538,0.4572
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",30,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.6262496688720898,0.8484,0.4212
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",31,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.6888075082515981,0.9022000000000001,0.48539999999999994
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",32,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.6646025668420619,0.8678000000000001,0.47219999999999995
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",34,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.9954634680956895,1,0.963333333333333
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",235,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.7877375444511956,0.9222,0.6364
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",238,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.9881270274670015,1,0.932
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",388,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.9821460974946538,1,0.907
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",389,NA,2023,NA,NA,242,"Lead exposure in blood",50,NA,0.9838540435697101,1,0.915
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",NA,"0 to 14",2023,NA,NA,242,"Lead exposure in blood",50,4743171.953144539,0.9946396011501548,1,0.952
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",NA,"25+",2023,NA,NA,242,"Lead exposure in blood",50,17984800.33029929,0.8488388325464399,1,0.44699999999999995
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",NA,"<1",2023,NA,NA,242,"Lead exposure in blood",50,287759.26269776316,0.9836416979089602,1,0.914
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",NA,"<20",2023,NA,NA,242,"Lead exposure in blood",50,6515590.337120763,0.9956950390705201,1,0.960666666666667
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",NA,"<5",2023,NA,NA,242,"Lead exposure in blood",50,1490016.697157971,0.9917385195799447,1,0.938
18,"Proportion",7,"PRK","Democratic People's Republic of Korea",3,"Both",22,"All ages",2023,NA,NA,242,"Lead exposure in blood",50,26410614.946512144,0.8959976751941796,1,0.46939999999999993
